id,breed_primary,age,sex,size,env_children,env_dogs,env_cats,contact_state
44114729,Mastiff,Adult,Male,Large,TRUE,FALSE,NA,AZ
44114573,Shar-Pei,Adult,Female,Large,FALSE,TRUE,NA,AZ
44111754,German Shepherd Dog,Young,Male,Medium,TRUE,TRUE,NA,AZ
44110602,Chihuahua,Adult,Female,Small,NA,NA,NA,AZ
44104706,Mastiff,Young,Male,Extra Large,NA,NA,NA,AZ
44103195,Cattle Dog,Adult,Male,Large,FALSE,FALSE,NA,AZ
44094089,Shar-Pei,Young,Male,Large,TRUE,TRUE,TRUE,AZ
44077349,Boxer,Adult,Male,Large,TRUE,NA,NA,AZ
44075700,Dogue de Bordeaux,Senior,Male,Extra Large,TRUE,TRUE,NA,AZ
44068180,Chihuahua,Young,Female,Small,TRUE,TRUE,FALSE,AZ
44068079,Chihuahua,Young,Female,Small,TRUE,TRUE,FALSE,AZ
44033276,Labrador Retriever,Adult,Female,Large,NA,TRUE,FALSE,AZ
44058886,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,NA,AZ
44058716,Chihuahua,Young,Male,Small,NA,TRUE,NA,AZ
41176606,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,NA,NA,NA,AZ
44041527,Chihuahua,Young,Male,Small,NA,TRUE,NA,AZ
44033223,Pit Bull Terrier,Adult,Male,Medium,NA,TRUE,TRUE,AZ
44032831,Chihuahua,Baby,Female,Small,NA,TRUE,TRUE,AZ
44029226,Australian Kelpie,Adult,Female,Large,NA,FALSE,FALSE,AZ
44028921,Chihuahua,Adult,Male,Small,TRUE,TRUE,TRUE,AZ
44025242,German Shepherd Dog,Young,Female,Medium,TRUE,TRUE,NA,AZ
44010130,Dachshund,Adult,Male,Small,TRUE,TRUE,TRUE,AZ
44007998,Akita,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
44004377,Cairn Terrier,Young,Male,Small,FALSE,TRUE,TRUE,AZ
43980849,Lhasa Apso,Adult,Male,Medium,FALSE,TRUE,NA,AZ
43980848,Cocker Spaniel,Adult,Female,Medium,FALSE,TRUE,NA,AZ
43979294,Akita,Adult,Male,Large,FALSE,FALSE,FALSE,AZ
43951341,Shepherd,Adult,Female,Large,NA,NA,NA,AZ
43946138,Pit Bull Terrier,Adult,Male,Large,TRUE,FALSE,FALSE,AZ
43934262,Labrador Retriever,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
43927299,Labrador Retriever,Adult,Female,Large,TRUE,TRUE,FALSE,AZ
43921334,Pit Bull Terrier,Adult,Female,Large,NA,NA,FALSE,AZ
43896399,Cane Corso,Young,Male,Extra Large,NA,NA,NA,AZ
43892902,Vizsla,Adult,Female,Large,NA,NA,FALSE,AZ
43891211,Bullmastiff,Young,Male,Large,TRUE,TRUE,NA,AZ
43887469,Boxer,Adult,Female,Large,TRUE,TRUE,FALSE,AZ
43887470,Labrador Retriever,Young,Male,Large,TRUE,NA,FALSE,AZ
43883583,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,TRUE,TRUE,NA,AZ
43883574,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,FALSE,NA,NA,AZ
43883559,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,FALSE,FALSE,NA,AZ
43879847,Great Dane,Young,Male,Extra Large,FALSE,FALSE,FALSE,AZ
43879251,Labrador Retriever,Young,Male,Large,TRUE,NA,NA,AZ
43850312,American Bulldog,Young,Female,Large,TRUE,NA,NA,AZ
43805394,Dachshund,Young,Female,Small,TRUE,TRUE,NA,AZ
43805354,German Shepherd Dog,Adult,Male,Medium,TRUE,NA,NA,AZ
43805295,Chihuahua,Young,Male,Small,TRUE,TRUE,NA,AZ
43801117,Miniature Pinscher,Young,Male,Small,NA,TRUE,NA,AZ
43801089,Miniature Pinscher,Young,Female,Small,NA,TRUE,NA,AZ
43765350,Australian Shepherd,Adult,Male,Medium,NA,NA,NA,AZ
43782720,Labrador Retriever,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
43774052,Pharaoh Hound,Adult,Female,Small,TRUE,TRUE,NA,AZ
43774030,Pit Bull Terrier,Adult,Female,Medium,NA,TRUE,NA,AZ
43772818,Siberian Husky,Adult,Female,Medium,TRUE,TRUE,NA,AZ
43754330,American Staffordshire Terrier,Adult,Female,Medium,TRUE,NA,NA,AZ
43731730,Pit Bull Terrier,Adult,Female,Large,NA,NA,NA,AZ
43731582,Vizsla,Adult,Female,Medium,NA,NA,NA,AZ
43710346,Mixed Breed,Young,Female,Medium,TRUE,TRUE,NA,AZ
43707443,Black Mouth Cur,Adult,Male,Large,NA,NA,NA,AZ
43706735,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
43689173,Labrador Retriever,Adult,Male,Medium,TRUE,TRUE,NA,AZ
43688326,Cattle Dog,Adult,Female,Medium,TRUE,TRUE,NA,AZ
43685691,Border Collie,Young,Male,Medium,TRUE,TRUE,FALSE,AZ
43680060,Mastiff,Young,Male,Extra Large,TRUE,TRUE,NA,AZ
43676834,Boxer,Adult,Male,Medium,TRUE,TRUE,NA,AZ
43676813,German Shepherd Dog,Adult,Male,Large,NA,FALSE,NA,AZ
43657190,Pit Bull Terrier,Adult,Female,Large,NA,FALSE,NA,AZ
43643691,Labrador Retriever,Young,Male,Medium,NA,TRUE,NA,AZ
43640261,Labrador Retriever,Adult,Female,Large,NA,FALSE,TRUE,AZ
43635937,Pit Bull Terrier,Young,Male,Medium,NA,TRUE,NA,AZ
43635938,Labrador Retriever,Young,Female,Medium,TRUE,FALSE,FALSE,AZ
43633582,Chihuahua,Young,Female,Small,NA,TRUE,NA,AZ
43632162,Pit Bull Terrier,Adult,Male,Large,TRUE,FALSE,NA,AZ
43617384,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
43616955,German Shepherd Dog,Adult,Male,Large,TRUE,NA,NA,AZ
43597885,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
43597118,Chihuahua,Senior,Female,Small,NA,TRUE,NA,AZ
43591524,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
43583308,Boxer,Young,Male,Medium,FALSE,FALSE,FALSE,AZ
43583278,Labrador Retriever,Adult,Female,Medium,TRUE,TRUE,NA,AZ
43583274,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,NA,AZ
43563970,Miniature Pinscher,Senior,Male,Small,NA,NA,NA,AZ
43553497,Chihuahua,Young,Female,Small,NA,TRUE,NA,AZ
43553392,Chihuahua,Senior,Female,Small,NA,TRUE,NA,AZ
43553334,Chihuahua,Senior,Male,Small,NA,TRUE,NA,AZ
43542780,Cattle Dog,Adult,Female,Medium,TRUE,FALSE,FALSE,AZ
43528817,Pit Bull Terrier,Adult,Male,Large,NA,NA,FALSE,AZ
43521848,Pit Bull Terrier,Adult,Female,Large,TRUE,TRUE,NA,AZ
43511766,Chihuahua,Young,Female,Small,TRUE,TRUE,NA,AZ
43505740,Fox Terrier,Adult,Female,Medium,TRUE,TRUE,NA,AZ
43469177,Australian Cattle Dog / Blue Heeler,Senior,Female,Medium,TRUE,TRUE,TRUE,AZ
43468730,Redbone Coonhound,Adult,Female,Large,FALSE,FALSE,FALSE,AZ
43468578,Redbone Coonhound,Young,Male,Large,NA,NA,NA,AZ
43465087,Cane Corso,Young,Female,Medium,NA,TRUE,NA,AZ
43444912,Giant Schnauzer,Young,Female,Large,NA,NA,NA,AZ
43400899,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,NA,NA,NA,AZ
43370429,Chihuahua,Adult,Female,Small,TRUE,TRUE,NA,AZ
43357642,Labrador Retriever,Baby,Female,Medium,TRUE,TRUE,TRUE,AZ
43343038,Chihuahua,Adult,Male,Small,TRUE,TRUE,TRUE,AZ
43313156,American Bulldog,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
43303662,Catahoula Leopard Dog,Young,Male,Medium,TRUE,TRUE,NA,AZ
43303605,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,NA,FALSE,NA,AZ
43284268,Miniature Pinscher,Senior,Male,Small,NA,TRUE,TRUE,AZ
43283678,Xoloitzcuintli / Mexican Hairless,Senior,Male,Small,TRUE,TRUE,NA,AZ
43282158,American Staffordshire Terrier,Young,Male,Large,NA,FALSE,FALSE,AZ
43278797,Boxer,Young,Male,Medium,NA,TRUE,NA,AZ
43267759,Great Dane,Young,Male,Extra Large,NA,FALSE,FALSE,AZ
43242790,Pit Bull Terrier,Adult,Female,Medium,NA,FALSE,FALSE,AZ
43242789,Pit Bull Terrier,Adult,Female,Large,NA,FALSE,FALSE,AZ
43228864,Labrador Retriever,Senior,Female,Large,TRUE,FALSE,FALSE,AZ
43227981,Shepherd,Adult,Female,Large,NA,FALSE,FALSE,AZ
43227982,Shepherd,Adult,Female,Large,NA,FALSE,FALSE,AZ
43207367,American Staffordshire Terrier,Young,Male,Large,TRUE,TRUE,NA,AZ
43207088,Staffordshire Bull Terrier,Adult,Female,Large,NA,FALSE,FALSE,AZ
43206341,Australian Shepherd,Young,Male,Medium,TRUE,TRUE,NA,AZ
43206002,Miniature Dachshund,Adult,Male,Small,TRUE,TRUE,NA,AZ
43092430,Chihuahua,Adult,Female,Small,TRUE,TRUE,NA,AZ
43079491,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,AZ
43039905,Pit Bull Terrier,Adult,Female,Medium,FALSE,TRUE,FALSE,AZ
42994438,Shepherd,Baby,Female,Medium,TRUE,TRUE,TRUE,AZ
42946770,Mastiff,Adult,Female,Extra Large,TRUE,FALSE,FALSE,AZ
42938288,Boxer,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
42926042,Boxer,Young,Male,Medium,TRUE,TRUE,NA,AZ
42902363,American Staffordshire Terrier,Adult,Female,Medium,NA,NA,NA,AZ
42869078,Great Dane,Young,Male,Extra Large,FALSE,FALSE,FALSE,AZ
42865408,American Staffordshire Terrier,Adult,Female,Large,NA,NA,FALSE,AZ
42831032,Labrador Retriever,Adult,Female,Large,TRUE,TRUE,TRUE,AZ
42822885,Pit Bull Terrier,Young,Female,Medium,TRUE,TRUE,FALSE,AZ
42812449,Parson Russell Terrier,Senior,Male,Small,TRUE,TRUE,NA,AZ
42793268,German Shepherd Dog,Senior,Female,Large,TRUE,TRUE,FALSE,AZ
42787960,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,NA,AZ
42787962,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,NA,AZ
42787961,Labrador Retriever,Senior,Male,Large,TRUE,TRUE,NA,AZ
42705942,American Staffordshire Terrier,Senior,Male,Medium,TRUE,TRUE,NA,AZ
42703770,Pit Bull Terrier,Adult,Male,Large,FALSE,TRUE,NA,AZ
42689958,Pit Bull Terrier,Adult,Male,Medium,NA,TRUE,NA,AZ
42684970,Pug,Adult,Female,Small,TRUE,TRUE,TRUE,AZ
42684241,Pug,Adult,Female,Small,TRUE,TRUE,TRUE,AZ
42646461,Rat Terrier,Adult,Male,Small,TRUE,TRUE,NA,AZ
42613210,Labrador Retriever,Adult,Female,Large,NA,NA,NA,AZ
42613150,Rottweiler,Adult,Male,Large,NA,NA,NA,AZ
42613061,Chihuahua,Adult,Female,Small,TRUE,TRUE,NA,AZ
42613026,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,AZ
42612976,Yorkshire Terrier,Young,Female,Small,TRUE,TRUE,NA,AZ
42612948,Yorkshire Terrier,Baby,Male,Small,TRUE,TRUE,NA,AZ
42585075,Vizsla,Adult,Female,Medium,NA,NA,NA,AZ
42585071,Pit Bull Terrier,Young,Male,Medium,TRUE,TRUE,NA,AZ
42577047,American Staffordshire Terrier,Young,Male,Medium,FALSE,TRUE,FALSE,AZ
42564479,Shar-Pei,Young,Male,Medium,NA,NA,NA,AZ
42552776,Border Collie,Senior,Female,Medium,NA,TRUE,NA,AZ
42520425,Labrador Retriever,Young,Female,Medium,NA,TRUE,NA,AZ
42519303,Pit Bull Terrier,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
42487926,Chihuahua,Young,Male,Small,NA,NA,NA,AZ
42459827,Chihuahua,Senior,Female,Small,NA,TRUE,TRUE,AZ
42459822,Chihuahua,Senior,Female,Small,NA,TRUE,TRUE,AZ
42459821,Chihuahua,Senior,Female,Small,NA,TRUE,TRUE,AZ
42439331,Australian Cattle Dog / Blue Heeler,Adult,Female,Medium,TRUE,TRUE,TRUE,AZ
42438835,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
42400736,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
42381143,Shepherd,Adult,Female,Medium,TRUE,TRUE,NA,AZ
42363558,Husky,Young,Female,Large,NA,NA,NA,AZ
42356091,German Shepherd Dog,Young,Male,Large,TRUE,TRUE,FALSE,AZ
42351983,Labrador Retriever,Adult,Male,Large,TRUE,TRUE,NA,AZ
42302594,Rottweiler,Senior,Male,Large,TRUE,NA,NA,AZ
42298986,Australian Kelpie,Adult,Male,Small,NA,TRUE,NA,AZ
42281659,Rhodesian Ridgeback,Adult,Female,Medium,FALSE,FALSE,FALSE,AZ
42280879,Pit Bull Terrier,Adult,Female,Large,NA,TRUE,NA,AZ
42280875,Jack Russell Terrier,Senior,Male,Small,FALSE,TRUE,FALSE,AZ
42265743,Pit Bull Terrier,Adult,Male,Medium,TRUE,TRUE,NA,AZ
42261880,American Bulldog,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
42261552,Pit Bull Terrier,Adult,Female,Large,TRUE,TRUE,NA,AZ
42245629,Jack Russell Terrier,Baby,Male,Medium,TRUE,TRUE,NA,AZ
42183893,Australian Cattle Dog / Blue Heeler,Senior,Female,Medium,TRUE,TRUE,NA,AZ
42166586,Mixed Breed,Young,Male,Medium,TRUE,TRUE,FALSE,AZ
42151482,Australian Shepherd,Young,Female,Medium,NA,TRUE,NA,AZ
42145550,Pit Bull Terrier,Adult,Male,Medium,NA,TRUE,FALSE,AZ
42085138,Husky,Baby,Female,Large,TRUE,TRUE,NA,AZ
42072855,Akita,Young,Female,Large,FALSE,FALSE,FALSE,AZ
42033186,Maltese,Adult,Male,Small,NA,TRUE,TRUE,AZ
42033177,German Shorthaired Pointer,Adult,Female,Medium,TRUE,TRUE,TRUE,AZ
42029788,Mastiff,Young,Male,Extra Large,TRUE,TRUE,NA,AZ
42029296,Siberian Husky,Young,Female,Large,FALSE,TRUE,FALSE,AZ
42022859,Australian Shepherd,Baby,Male,Medium,TRUE,TRUE,NA,AZ
42005673,Wheaten Terrier,Adult,Male,Large,TRUE,FALSE,NA,AZ
41972234,Bullmastiff,Adult,Male,Extra Large,NA,TRUE,NA,AZ
41914955,German Shepherd Dog,Adult,Female,Medium,TRUE,NA,NA,AZ
41914738,American Staffordshire Terrier,Young,Male,Large,TRUE,TRUE,NA,AZ
41914090,Cattle Dog,Baby,Female,Medium,TRUE,TRUE,NA,AZ
41914047,Cattle Dog,Baby,Female,Medium,TRUE,TRUE,NA,AZ
41914036,Cattle Dog,Baby,Male,Medium,TRUE,TRUE,NA,AZ
41913934,Cattle Dog,Young,Female,Medium,TRUE,TRUE,NA,AZ
41853560,Great Pyrenees,Adult,Male,Large,FALSE,TRUE,FALSE,AZ
41853155,Terrier,Adult,Male,Small,TRUE,TRUE,NA,AZ
41850752,Rottweiler,Adult,Male,Large,NA,FALSE,NA,AZ
41828883,Border Terrier,Senior,Female,Small,NA,TRUE,TRUE,AZ
41758524,Husky,Adult,Female,Large,TRUE,FALSE,TRUE,AZ
41746557,Cattle Dog,Young,Male,Medium,NA,TRUE,NA,AZ
41723943,Saint Bernard,Adult,Female,Large,TRUE,FALSE,NA,AZ
41718963,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,AZ
41716840,American Bulldog,Adult,Male,Medium,NA,NA,FALSE,AZ
41712137,Pit Bull Terrier,Adult,Female,Large,TRUE,FALSE,NA,AZ
41664636,Miniature Pinscher,Young,Female,Small,TRUE,TRUE,TRUE,AZ
41655318,Terrier,Young,Male,Small,NA,TRUE,NA,AZ
41634052,American Bulldog,Adult,Female,Large,FALSE,FALSE,FALSE,AZ
41631625,Mixed Breed,Adult,Female,Small,NA,TRUE,TRUE,AZ
41626107,Chocolate Labrador Retriever,Young,Female,Medium,TRUE,TRUE,FALSE,AZ
41608968,Pit Bull Terrier,Adult,Female,Large,NA,NA,FALSE,AZ
41604775,Shih Tzu,Senior,Male,Small,NA,TRUE,NA,AZ
41604698,Shih Tzu,Senior,Male,Small,NA,TRUE,NA,AZ
41604666,Chihuahua,Baby,Female,Small,NA,TRUE,NA,AZ
41604540,Chihuahua,Baby,Male,Small,NA,TRUE,NA,AZ
41573010,Poodle,Adult,Female,Small,FALSE,NA,NA,AZ
41525121,Great Pyrenees,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
41525066,Great Pyrenees,Adult,Female,Large,TRUE,TRUE,FALSE,AZ
41403278,Labrador Retriever,Adult,Male,Large,NA,TRUE,FALSE,AZ
41357149,German Shorthaired Pointer,Adult,Female,Medium,TRUE,TRUE,FALSE,AZ
41327514,Terrier,Adult,Male,Small,TRUE,TRUE,NA,AZ
41326985,Terrier,Young,Female,Small,NA,NA,NA,AZ
41261328,Pit Bull Terrier,Young,Male,Medium,NA,TRUE,FALSE,AZ
41254758,Pit Bull Terrier,Young,Male,Medium,NA,NA,FALSE,AZ
41242968,Pit Bull Terrier,Adult,Female,Medium,NA,FALSE,FALSE,AZ
41223684,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,TRUE,TRUE,NA,AZ
41188733,Shar-Pei,Adult,Male,Large,FALSE,TRUE,NA,AZ
41188724,Pit Bull Terrier,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
41159225,Labrador Retriever,Young,Female,Medium,TRUE,FALSE,NA,AZ
41103405,German Shepherd Dog,Adult,Female,Medium,TRUE,TRUE,FALSE,AZ
41055845,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,NA,AZ
41053913,Mixed Breed,Adult,Female,Medium,NA,TRUE,NA,AZ
41031221,American Staffordshire Terrier,Adult,Male,Large,NA,NA,NA,AZ
41028231,Pit Bull Terrier,Adult,Male,Large,NA,NA,NA,AZ
41020636,Chihuahua,Young,Male,Small,TRUE,TRUE,TRUE,AZ
41019964,Pit Bull Terrier,Adult,Male,Large,NA,TRUE,NA,AZ
40984817,Shepherd,Young,Female,Medium,TRUE,TRUE,FALSE,AZ
40977273,American Bulldog,Adult,Male,Large,TRUE,TRUE,NA,AZ
40949636,Pit Bull Terrier,Adult,Male,Large,TRUE,NA,FALSE,AZ
40917108,Labrador Retriever,Young,Male,Medium,TRUE,TRUE,NA,AZ
40896681,American Bulldog,Young,Female,Medium,TRUE,FALSE,FALSE,AZ
40896677,American Bulldog,Young,Female,Medium,TRUE,FALSE,FALSE,AZ
40896680,Boxer,Baby,Male,Medium,TRUE,TRUE,FALSE,AZ
40895425,Labrador Retriever,Young,Male,Medium,TRUE,FALSE,FALSE,AZ
40861841,Dachshund,Adult,Male,Small,NA,TRUE,TRUE,AZ
40833267,Chihuahua,Senior,Female,Small,NA,TRUE,NA,AZ
40804497,Miniature Pinscher,Young,Male,Small,TRUE,TRUE,TRUE,AZ
40798085,Shih Tzu,Adult,Male,Small,TRUE,TRUE,NA,AZ
40766210,Pit Bull Terrier,Adult,Female,Large,TRUE,TRUE,FALSE,AZ
40763296,Labrador Retriever,Adult,Female,Medium,TRUE,FALSE,FALSE,AZ
40763297,Pit Bull Terrier,Senior,Female,Medium,TRUE,TRUE,NA,AZ
40697494,Yorkshire Terrier,Senior,Male,Small,NA,TRUE,TRUE,AZ
40656831,Chihuahua,Adult,Female,Small,NA,TRUE,NA,AZ
40618293,Black Labrador Retriever,Senior,Female,Large,NA,NA,NA,AZ
40604905,Staffordshire Bull Terrier,Adult,Female,Large,FALSE,FALSE,FALSE,AZ
40596754,Saint Bernard,Adult,Female,Extra Large,TRUE,TRUE,NA,AZ
40589505,Shepherd,Baby,Male,Medium,NA,NA,NA,AZ
40587624,Corgi,Adult,Female,Small,NA,TRUE,TRUE,AZ
40530385,Great Pyrenees,Adult,Male,Extra Large,FALSE,NA,FALSE,AZ
40335391,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,AZ
40335349,Schnauzer,Adult,Male,Small,TRUE,TRUE,NA,AZ
40321766,Pug,Adult,Female,Small,FALSE,TRUE,TRUE,AZ
40307246,Miniature Pinscher,Adult,Male,Small,NA,TRUE,FALSE,AZ
40185161,Pug,Senior,Male,Small,TRUE,TRUE,TRUE,AZ
40129078,Border Collie,Senior,Female,Medium,TRUE,TRUE,NA,AZ
40116496,Brussels Griffon,Adult,Female,Small,TRUE,TRUE,NA,AZ
40116464,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,AZ
40069049,Pit Bull Terrier,Adult,Female,Medium,TRUE,NA,FALSE,AZ
39972566,American Staffordshire Terrier,Adult,Female,Medium,FALSE,FALSE,FALSE,AZ
39969178,Shepherd,Senior,Male,Large,NA,NA,NA,AZ
39969183,Pit Bull Terrier,Adult,Female,Large,NA,NA,NA,AZ
39966772,Pit Bull Terrier,Adult,Male,Large,TRUE,NA,NA,AZ
39927442,American Staffordshire Terrier,Adult,Male,Large,FALSE,FALSE,FALSE,AZ
39925548,Pit Bull Terrier,Young,Male,Medium,NA,NA,NA,AZ
39917564,Corgi,Adult,Female,Small,TRUE,TRUE,TRUE,AZ
39917535,German Shepherd Dog,Adult,Male,Medium,NA,TRUE,NA,AZ
39830719,Boxer,Adult,Male,Medium,NA,TRUE,NA,AZ
39821117,American Staffordshire Terrier,Adult,Female,Medium,TRUE,NA,NA,AZ
39762150,Saint Bernard,Adult,Male,Extra Large,TRUE,FALSE,FALSE,AZ
39761972,Saint Bernard,Young,Female,Large,NA,NA,NA,AZ
39689202,Pointer,Baby,Female,Medium,TRUE,TRUE,NA,AZ
39689029,Doberman Pinscher,Senior,Female,Medium,FALSE,TRUE,NA,AZ
39652485,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,AZ
39652476,Beagle,Senior,Female,Medium,TRUE,TRUE,NA,AZ
39651012,Chihuahua,Adult,Female,Small,NA,TRUE,TRUE,AZ
39573013,Australian Cattle Dog / Blue Heeler,Senior,Male,Large,NA,TRUE,NA,AZ
39528591,Yellow Labrador Retriever,Young,Male,Medium,TRUE,TRUE,FALSE,AZ
39510698,Saint Bernard,Adult,Male,Extra Large,TRUE,FALSE,NA,AZ
39507069,German Shepherd Dog,Adult,Female,Medium,TRUE,TRUE,NA,AZ
39474780,Pit Bull Terrier,Young,Male,Medium,TRUE,FALSE,FALSE,AZ
39419761,Pit Bull Terrier,Adult,Male,Medium,TRUE,FALSE,NA,AZ
39419261,Boxer,Young,Female,Medium,TRUE,TRUE,NA,AZ
39349250,Shar-Pei,Adult,Male,Large,NA,TRUE,FALSE,AZ
39255044,Boxer,Young,Female,Large,NA,NA,FALSE,AZ
39255043,Boxer,Young,Male,Large,FALSE,FALSE,FALSE,AZ
39137234,Pit Bull Terrier,Young,Male,Medium,FALSE,TRUE,NA,AZ
39080102,Doberman Pinscher,Adult,Male,Large,NA,TRUE,NA,AZ
39076851,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,TRUE,TRUE,TRUE,AZ
39076244,Newfoundland Dog,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
39005998,Staffordshire Bull Terrier,Adult,Female,Medium,TRUE,FALSE,FALSE,AZ
38955408,Chihuahua,Adult,Male,Small,TRUE,TRUE,NA,AZ
38953229,Australian Shepherd,Young,Female,Medium,TRUE,TRUE,NA,AZ
38953170,American Staffordshire Terrier,Adult,Female,Medium,NA,NA,FALSE,AZ
38941774,Yellow Labrador Retriever,Senior,Female,Medium,NA,FALSE,FALSE,AZ
38940602,Terrier,Young,Female,Small,NA,TRUE,NA,AZ
38913624,Anatolian Shepherd,Adult,Female,Large,FALSE,FALSE,FALSE,AZ
38742291,Labrador Retriever,Adult,Male,Medium,FALSE,FALSE,FALSE,AZ
38742292,American Staffordshire Terrier,Adult,Female,Large,NA,FALSE,FALSE,AZ
38742293,Terrier,Adult,Male,Medium,TRUE,FALSE,FALSE,AZ
38742294,Labrador Retriever,Adult,Male,Medium,NA,NA,FALSE,AZ
38742306,Pointer,Young,Male,Large,NA,NA,FALSE,AZ
38742307,American Staffordshire Terrier,Adult,Male,Large,NA,TRUE,FALSE,AZ
38742296,Catahoula Leopard Dog,Adult,Female,Medium,TRUE,TRUE,TRUE,AZ
38719782,Pit Bull Terrier,Young,Male,Medium,TRUE,NA,NA,AZ
38705887,Labrador Retriever,Young,Female,Medium,TRUE,TRUE,NA,AZ
38669097,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,FALSE,AZ
38667413,Pit Bull Terrier,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
38648037,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,FALSE,NA,NA,AZ
38646640,Cattle Dog,Baby,Male,Medium,TRUE,TRUE,NA,AZ
38646179,Retriever,Senior,Male,Medium,NA,TRUE,NA,AZ
38646162,Pit Bull Terrier,Senior,Male,Large,FALSE,TRUE,TRUE,AZ
38625867,Chihuahua,Adult,Female,Small,NA,NA,NA,AZ
38579292,Labrador Retriever,Young,Female,Medium,NA,NA,NA,AZ
38489912,Doberman Pinscher,Young,Male,Medium,TRUE,FALSE,NA,AZ
38489652,Chihuahua,Adult,Male,Small,NA,TRUE,NA,AZ
38477519,Staffordshire Bull Terrier,Young,Male,Large,TRUE,FALSE,NA,AZ
38443589,White German Shepherd,Adult,Male,Large,NA,TRUE,NA,AZ
38439096,Terrier,Senior,Male,Small,FALSE,TRUE,NA,AZ
38419282,American Bulldog,Senior,Female,Large,TRUE,TRUE,FALSE,AZ
38408932,Pit Bull Terrier,Senior,Female,Large,NA,NA,NA,AZ
38371042,Chihuahua,Adult,Male,Small,NA,TRUE,TRUE,AZ
38329143,Chihuahua,Adult,Female,Small,NA,TRUE,NA,AZ
38329140,Cairn Terrier,Adult,Male,Small,FALSE,TRUE,NA,AZ
38323364,Yorkshire Terrier,Senior,Male,Small,FALSE,TRUE,TRUE,AZ
38308197,Beagle,Young,Female,Medium,TRUE,FALSE,FALSE,AZ
38308208,Boxer,Baby,Male,Medium,TRUE,TRUE,NA,AZ
38308194,Staffordshire Bull Terrier,Young,Female,Medium,TRUE,FALSE,NA,AZ
38308207,Boxer,Adult,Female,Large,TRUE,FALSE,FALSE,AZ
38308206,American Bulldog,Adult,Male,Large,TRUE,NA,FALSE,AZ
38308160,Labrador Retriever,Senior,Female,Medium,TRUE,FALSE,FALSE,AZ
38308164,Boxer,Young,Female,Large,TRUE,FALSE,FALSE,AZ
38308174,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,NA,AZ
38308175,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,FALSE,AZ
38308161,Shar-Pei,Adult,Male,Medium,TRUE,FALSE,FALSE,AZ
38308140,Pit Bull Terrier,Adult,Male,Large,FALSE,TRUE,TRUE,AZ
38308145,Rottweiler,Adult,Female,Medium,TRUE,TRUE,FALSE,AZ
38308148,Pit Bull Terrier,Adult,Male,Large,TRUE,TRUE,NA,AZ
38308157,Pit Bull Terrier,Adult,Male,Large,TRUE,FALSE,FALSE,AZ
38308155,Basset Hound,Young,Male,Medium,TRUE,TRUE,FALSE,AZ
38308124,Pit Bull Terrier,Adult,Female,Medium,TRUE,TRUE,NA,AZ
38308126,Labrador Retriever,Adult,Female,Large,TRUE,FALSE,NA,AZ
38308127,Shar-Pei,Young,Female,Medium,TRUE,TRUE,FALSE,AZ
38308128,Boxer,Baby,Female,Medium,FALSE,NA,FALSE,AZ
38308129,Boxer,Adult,Male,Medium,TRUE,TRUE,NA,AZ
